time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,version,level_methodology,establishment_type,idaci_decile,ru11ind_pupil_residency,pupil_residency_detail,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),70-80%,Total,Total,354,4759,236549,49.7,4630,97.3,2481,52.1,3448,72.5,1931,40.6,948,19.9,1320,27.7,20829.69,4.38,4583,681.741,0.15,0.11,0.19
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),70-80%,Urban,Total,282,2895,143950.25,49.7,2825,97.6,1510,52.2,2106,72.7,1185,40.9,575,19.9,803,27.7,12688.22,4.38,2788,387.677,0.14,0.09,0.19
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),80-90%,Rural,Total,214,2064,104985.25,50.9,2019,97.8,1127,54.6,1545,74.9,865,41.9,433,21,589,28.5,9252.02,4.48,2001,419.053,0.21,0.15,0.27
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),80-90%,Total,Total,348,5218,266896.38,51.1,5092,97.6,2893,55.4,3945,75.6,2280,43.7,1143,21.9,1565,30,23654.1,4.53,5039,1008.928,0.2,0.16,0.24
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),80-90%,Urban,Total,294,3154,161911.13,51.3,3073,97.4,1766,56,2400,76.1,1415,44.9,710,22.5,976,30.9,14402.08,4.57,3038,589.875,0.19,0.14,0.24
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),90-100%,Rural,Total,152,1383,73593,53.2,1359,98.3,848,61.3,1095,79.2,589,42.6,334,24.2,428,30.9,6558.1,4.74,1340,331.582,0.25,0.17,0.32
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),90-100%,Total,Total,269,4056,218638.75,53.9,3976,98,2510,61.9,3269,80.6,1943,47.9,1061,26.2,1404,34.6,19617.11,4.84,3920,1449.495,0.37,0.33,0.41
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),90-100%,Urban,Total,227,2673,145045.75,54.3,2617,97.9,1662,62.2,2174,81.3,1354,50.7,727,27.2,976,36.5,13059.01,4.89,2580,1117.913,0.43,0.38,0.49
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Rural,4 Rural - Town and fringe,362,7816,361293,46.2,7584,97,3526,45.1,5241,67.1,2779,35.6,1223,15.6,1769,22.6,31483.01,4.03,7594,-419.353,-0.06,-0.09,-0.02
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Rural,5 Rural - Village,326,4038,195463,48.4,3917,97,1947,48.2,2768,68.5,1509,37.4,752,18.6,1012,25.1,17136.1,4.24,3885,477.307,0.12,0.08,0.17
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Rural,6 Rural - Hamlet and isolated dwellings,250,1377,65503.25,47.6,1324,96.2,649,47.1,930,67.5,513,37.3,248,18,346,25.1,5746.89,4.17,1317,49.579,0.04,-0.04,0.11
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Rural,Total,449,13231,622259.25,47,12825,96.9,6122,46.3,8939,67.6,4801,36.3,2223,16.8,3127,23.6,54366,4.11,12796,107.533,0.01,-0.02,0.03
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Total,Total,551,53001,2392127.77,45.1,51133,96.5,22649,42.7,33705,63.6,19217,36.3,8164,15.4,11804,22.3,209070.84,3.94,50361,-2307.99,-0.05,-0.06,-0.03
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Urban,1 Urban - Major conurbation,15,366,16141.5,44.1,355,97,134,36.6,218,59.6,95,26,35,9.6,51,13.9,1368.4,3.74,363,-53.141,-0.15,-0.29,0
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Urban,2 Urban - Minor conurbation,116,8737,396086.25,45.3,8448,96.7,3705,42.4,5566,63.7,2923,33.5,1267,14.5,1865,21.3,34532.7,3.95,8281,-873.31,-0.11,-0.14,-0.08
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Urban,3 Urban - City and town,427,30667,1357640.77,44.3,29505,96.2,12688,41.4,18982,61.9,11398,37.2,4639,15.1,6761,22,118803.74,3.87,28921,-1489.072,-0.05,-0.07,-0.04
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Urban,Total,465,39770,1769868.52,44.5,38308,96.3,16527,41.6,24766,62.3,14416,36.2,5941,14.9,8677,21.8,154704.84,3.89,37565,-2415.523,-0.06,-0.08,-0.05
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Unknown,Rural,Total,118,637,29392.25,46.1,612,96.1,286,44.9,418,65.6,243,38.1,105,16.5,142,22.3,2571.46,4.04,613,-38.784,-0.06,-0.18,0.05
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Unknown,Total,Total,286,2698,124633.75,46.2,2622,97.2,1206,44.7,1781,66,1060,39.3,439,16.3,641,23.8,10915.8,4.05,2523,80.18,0.03,-0.02,0.09
202223,Academic year,Regional,E92000001,England,E12000004,East Midlands,Revised,Pupil residency,State-funded schools (LA),Unknown,Urban,Total,245,2061,95241.5,46.2,2010,97.5,920,44.6,1363,66.1,817,39.6,334,16.2,499,24.2,8344.34,4.05,1910,118.964,0.06,0,0.13
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),0-10%,Rural,Total,10,19,603,31.7,17,89.5,5,26.3,8,42.1,3,15.8,1,5.3,1,5.3,50.84,2.68,19,-17.468,-0.92,-1.56,-0.28
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),0-10%,Total,Total,400,12580,492251.75,39.1,11953,95,3834,30.5,6341,50.4,3833,30.5,1033,8.2,1699,13.5,41482.41,3.3,11797,-4036.621,-0.34,-0.37,-0.32
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),0-10%,Urban,Total,400,12561,491648.75,39.1,11936,95,3829,30.5,6333,50.4,3830,30.5,1032,8.2,1698,13.5,41431.57,3.3,11778,-4019.153,-0.34,-0.37,-0.32
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),10-20%,Rural,Total,11,41,1501.25,36.6,39,95.1,14,34.1,21,51.2,8,19.5,0,0,2,4.9,121.16,2.96,40,-23.621,-0.59,-1.03,-0.15
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),10-20%,Total,Total,439,10097,415603.75,41.2,9670,95.8,3504,34.7,5433,53.8,3349,33.2,1010,10,1598,15.8,35304.23,3.5,9434,-1935.149,-0.21,-0.23,-0.18
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),10-20%,Urban,Total,437,10056,414102.5,41.2,9631,95.8,3490,34.7,5412,53.8,3341,33.2,1010,10,1596,15.9,35183.07,3.5,9394,-1911.528,-0.2,-0.23,-0.17
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),20-30%,Rural,Total,65,340,14351.75,42.2,326,95.9,125,36.8,185,54.4,81,23.8,34,10,57,16.8,1219.97,3.59,334,-75.117,-0.22,-0.38,-0.07
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),20-30%,Total,Total,442,7004,298983.75,42.7,6735,96.2,2594,37,3998,57.1,2197,31.4,758,10.8,1140,16.3,25372.37,3.62,6570,-1006.472,-0.15,-0.19,-0.12
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),20-30%,Urban,Total,420,6664,284632,42.7,6409,96.2,2469,37,3813,57.2,2116,31.8,724,10.9,1083,16.3,24152.4,3.62,6236,-931.355,-0.15,-0.18,-0.11
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),30-40%,Rural,Total,121,645,27976,43.4,621,96.3,248,38.4,393,60.9,183,28.4,68,10.5,113,17.5,2397.31,3.72,617,-137.194,-0.22,-0.33,-0.11
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),30-40%,Total,Total,458,5689,252922,44.5,5474,96.2,2294,40.3,3489,61.3,1860,32.7,723,12.7,1065,18.7,21662.53,3.81,5402,-505.497,-0.09,-0.13,-0.06
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),30-40%,Urban,Total,440,5044,224946,44.6,4853,96.2,2046,40.6,3096,61.4,1677,33.2,655,13,952,18.9,19265.22,3.82,4785,-368.303,-0.08,-0.12,-0.04
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),40-50%,Rural,Total,116,539,24113.75,44.7,526,97.6,224,41.6,338,62.7,174,32.3,74,13.7,104,19.3,2086.4,3.87,527,-42.851,-0.08,-0.2,0.04
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),40-50%,Total,Total,430,5204,235208.5,45.2,5023,96.5,2221,42.7,3233,62.1,1831,35.2,689,13.2,1032,19.8,20242.2,3.89,4971,-284.943,-0.06,-0.1,-0.02
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),40-50%,Urban,Total,417,4665,211094.75,45.3,4497,96.4,1997,42.8,2895,62.1,1657,35.5,615,13.2,928,19.9,18155.8,3.89,4444,-242.092,-0.05,-0.1,-0.01
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),50-60%,Rural,Total,145,1020,47716.5,46.8,992,97.3,473,46.4,702,68.8,364,35.7,149,14.6,217,21.3,4141.66,4.06,978,-15.634,-0.02,-0.1,0.07
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),50-60%,Total,Total,427,4787,224478.75,46.9,4640,96.9,2200,46,3246,67.8,1765,36.9,687,14.4,1028,21.5,19419.38,4.06,4565,-218.118,-0.05,-0.09,-0.01
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),50-60%,Urban,Total,400,3767,176762.25,46.9,3648,96.8,1727,45.8,2544,67.5,1401,37.2,538,14.3,811,21.5,15277.72,4.06,3587,-202.484,-0.06,-0.1,-0.01
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),60-70%,Rural,Total,204,1503,72115,48,1470,97.8,707,47,1065,70.9,513,34.1,214,14.2,327,21.8,6257.67,4.16,1447,-13.007,-0.01,-0.08,0.06
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),60-70%,Total,Total,425,5151,250556.25,48.6,5009,97.2,2497,48.5,3655,71,1943,37.7,850,16.5,1242,24.1,21771.23,4.23,4928,181.475,0.04,0,0.08
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),60-70%,Urban,Total,394,3648,178441.25,48.9,3539,97,1790,49.1,2590,71,1430,39.2,636,17.4,915,25.1,15513.56,4.25,3481,194.482,0.06,0.01,0.1
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),70-80%,Rural,Total,169,1250,60860.25,48.7,1209,96.7,611,48.9,886,70.9,508,40.6,227,18.2,324,25.9,5347.63,4.28,1195,54.049,0.05,-0.03,0.13
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),70-80%,Total,Total,376,4681,232246,49.6,4536,96.9,2430,51.9,3383,72.3,1947,41.6,869,18.6,1249,26.7,20334.51,4.34,4483,326.667,0.07,0.03,0.11
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),70-80%,Urban,Total,339,3431,171385.75,50,3327,97,1819,53,2497,72.8,1439,41.9,642,18.7,925,27,14986.88,4.37,3288,272.618,0.08,0.03,0.13
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),80-90%,Rural,Total,190,1228,60283.5,49.1,1191,97,611,49.8,872,71,474,38.6,221,18,319,26,5273.96,4.29,1189,16.662,0.01,-0.07,0.09
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),80-90%,Total,Total,356,4577,234994.25,51.3,4476,97.8,2468,53.9,3440,75.2,2099,45.9,957,20.9,1369,29.9,20760.01,4.54,4426,526.26,0.12,0.08,0.16
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),80-90%,Urban,Total,314,3349,174710.75,52.2,3285,98.1,1857,55.4,2568,76.7,1625,48.5,736,22,1050,31.4,15486.05,4.62,3237,509.598,0.16,0.11,0.21
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),90-100%,Rural,Total,149,1049,55562,53,1024,97.6,605,57.7,811,77.3,420,40,236,22.5,329,31.4,4912.19,4.68,1017,279.506,0.27,0.19,0.36
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),90-100%,Total,Total,324,4663,255419.25,54.8,4573,98.1,2895,62.1,3772,80.9,2261,48.5,1226,26.3,1649,35.4,22771.81,4.88,4475,1452.538,0.32,0.28,0.37
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),90-100%,Urban,Total,292,3614,199857.25,55.3,3549,98.2,2290,63.4,2961,81.9,1841,50.9,990,27.4,1320,36.5,17859.62,4.94,3458,1173.032,0.34,0.29,0.39
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Rural,4 Rural - Town and fringe,252,3649,170370.25,46.7,3536,96.9,1656,45.4,2452,67.2,1234,33.8,537,14.7,790,21.6,14755.25,4.04,3541,-174.024,-0.05,-0.1,0
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Rural,5 Rural - Village,267,2506,122833.5,49,2441,97.4,1258,50.2,1785,71.2,946,37.7,445,17.8,643,25.7,10772.28,4.3,2413,119.056,0.05,-0.01,0.11
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Rural,6 Rural - Hamlet and isolated dwellings,258,2031,98349,48.4,1974,97.2,967,47.6,1424,70.1,736,36.2,328,16.1,479,23.6,8572.74,4.22,1938,65.004,0.03,-0.03,0.1
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Rural,Total,355,8186,391552.75,47.8,7951,97.1,3881,47.4,5661,69.2,2916,35.6,1310,16,1912,23.4,34100.27,4.17,7892,10.036,0,-0.03,0.03
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Total,Total,544,67811,3045174.75,44.9,65349,96.4,28381,41.9,42082,62.1,24245,35.8,9237,13.6,13714,20.2,262242.41,3.87,64207,-5566.214,-0.09,-0.1,-0.08
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Urban,1 Urban - Major conurbation,296,34200,1533354,44.8,32960,96.4,14211,41.6,20866,61,12923,37.8,4668,13.6,6977,20.4,131753.14,3.85,32090,-1650.363,-0.05,-0.07,-0.04
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Urban,3 Urban - City and town,360,25425,1120268,44.1,24438,96.1,10289,40.5,15555,61.2,8406,33.1,3259,12.8,4825,19,96389,3.79,24225,-3925.887,-0.16,-0.18,-0.14
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Total,Urban,Total,514,59625,2653622,44.5,57398,96.3,24500,41.1,36421,61.1,21329,35.8,7927,13.3,11802,19.8,228142.14,3.83,56315,-5576.25,-0.1,-0.11,-0.09
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Unknown,Rural,Total,95,552,26469.75,48,536,97.1,258,46.7,380,68.8,188,34.1,86,15.6,119,21.6,2291.48,4.15,529,-15.289,-0.03,-0.15,0.09
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Unknown,Total,Total,352,3378,152510.5,45.1,3260,96.5,1444,42.7,2092,61.9,1160,34.3,435,12.9,643,19,13121.73,3.88,3156,-66.354,-0.02,-0.07,0.03
202223,Academic year,Regional,E92000001,England,E12000005,West Midlands,Revised,Pupil residency,State-funded schools (LA),Unknown,Urban,Total,334,2826,126040.75,44.6,2724,96.4,1186,42,1712,60.6,972,34.4,349,12.3,524,18.5,10830.25,3.83,2627,-51.065,-0.02,-0.07,0.03
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),0-10%,Rural,Total,17,98,3527,36,86,87.8,29,29.6,47,48,15,15.3,5,5.1,6,6.1,292.52,2.98,95,-58.773,-0.62,-0.9,-0.33
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),0-10%,Total,Total,281,3486,129001.25,37,3249,93.2,983,28.2,1672,48,905,26,254,7.3,431,12.4,10927.68,3.13,3317,-1406.129,-0.42,-0.47,-0.38
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),0-10%,Urban,Total,276,3388,125474.25,37,3163,93.4,954,28.2,1625,48,890,26.3,249,7.3,425,12.5,10635.16,3.14,3222,-1347.356,-0.42,-0.47,-0.37
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),10-20%,Rural,Total,58,194,8334.75,43,185,95.4,73,37.6,120,61.9,65,33.5,24,12.4,32,16.5,715.54,3.69,181,3.754,0.02,-0.19,0.23
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),10-20%,Total,Total,409,5132,201140.5,39.2,4876,95,1654,32.2,2701,52.6,1517,29.6,498,9.7,754,14.7,17249.46,3.36,4866,-1605.858,-0.33,-0.37,-0.29
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),10-20%,Urban,Total,402,4938,192805.75,39,4691,95,1581,32,2581,52.3,1452,29.4,474,9.6,722,14.6,16533.92,3.35,4685,-1609.612,-0.34,-0.38,-0.3
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),20-30%,Rural,Total,139,706,28885.25,40.9,682,96.6,232,32.9,384,54.4,191,27.1,57,8.1,94,13.3,2454.43,3.48,689,-183.287,-0.27,-0.37,-0.16
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),20-30%,Total,Total,477,6582,271765.64,41.3,6255,95,2305,35,3676,55.8,2269,34.5,781,11.9,1170,17.8,23551.63,3.58,6206,-1311.237,-0.21,-0.25,-0.18
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),20-30%,Urban,Total,445,5876,242880.39,41.3,5573,94.8,2073,35.3,3292,56,2078,35.4,724,12.3,1076,18.3,21097.2,3.59,5517,-1127.95,-0.2,-0.24,-0.17
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),30-40%,Rural,Total,200,1225,50831.5,41.5,1172,95.7,424,34.6,694,56.7,357,29.1,135,11,213,17.4,4359.62,3.56,1196,-331.374,-0.28,-0.36,-0.2
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),30-40%,Total,Total,484,7186,310095.75,43.2,6904,96.1,2812,39.1,4294,59.8,2502,34.8,945,13.2,1448,20.2,26914.12,3.75,6818,-896.903,-0.13,-0.17,-0.1
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),30-40%,Urban,Total,456,5961,259264.25,43.5,5732,96.2,2388,40.1,3600,60.4,2145,36,810,13.6,1235,20.7,22554.5,3.78,5622,-565.529,-0.1,-0.14,-0.06
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),40-50%,Rural,Total,244,1901,83799.75,44.1,1838,96.7,779,41,1197,63,655,34.5,243,12.8,350,18.4,7269.7,3.82,1843,-180.148,-0.1,-0.16,-0.03
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),40-50%,Total,Total,506,7349,332700.63,45.3,7073,96.2,3134,42.6,4740,64.5,2741,37.3,1101,15,1623,22.1,29070.57,3.96,7016,-330.028,-0.05,-0.08,-0.01
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),40-50%,Urban,Total,471,5448,248900.88,45.7,5235,96.1,2355,43.2,3543,65,2086,38.3,858,15.7,1273,23.4,21800.87,4,5173,-149.88,-0.03,-0.07,0.01
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),50-60%,Rural,Total,282,2681,121572.5,45.3,2595,96.8,1144,42.7,1757,65.5,931,34.7,388,14.5,567,21.1,10577.25,3.95,2586,-104.929,-0.04,-0.1,0.01
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),50-60%,Total,Total,487,7379,345604,46.8,7144,96.8,3426,46.4,4992,67.7,2899,39.3,1277,17.3,1827,24.8,30336.44,4.11,7017,-68.82,-0.01,-0.04,0.02
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),50-60%,Urban,Total,422,4698,224031.5,47.7,4549,96.8,2282,48.6,3235,68.9,1968,41.9,889,18.9,1260,26.8,19759.19,4.21,4431,36.109,0.01,-0.03,0.05
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),60-70%,Rural,Total,277,2951,138181.75,46.8,2856,96.8,1355,45.9,2018,68.4,1066,36.1,457,15.5,652,22.1,12097.82,4.1,2851,60.896,0.02,-0.03,0.07
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),60-70%,Total,Total,476,7006,337854.76,48.2,6809,97.2,3394,48.4,4917,70.2,2788,39.8,1265,18.1,1768,25.2,29766.15,4.25,6703,544.589,0.08,0.05,0.12
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),60-70%,Urban,Total,401,4055,199673.01,49.2,3953,97.5,2039,50.3,2899,71.5,1722,42.5,808,19.9,1116,27.5,17668.33,4.36,3852,483.693,0.13,0.08,0.17
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),70-80%,Rural,Total,282,2899,144070,49.7,2811,97,1490,51.4,2090,72.1,1152,39.7,541,18.7,769,26.5,12721.92,4.39,2790,505.283,0.18,0.13,0.23
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),70-80%,Total,Total,465,7381,371412.01,50.3,7185,97.3,3886,52.6,5414,73.4,3214,43.5,1523,20.6,2169,29.4,32938.7,4.46,7077,1281.256,0.18,0.15,0.21
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),70-80%,Urban,Total,401,4482,227342.01,50.7,4374,97.6,2396,53.5,3324,74.2,2062,46,982,21.9,1400,31.2,20216.78,4.51,4287,775.973,0.18,0.14,0.22
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),80-90%,Rural,Total,255,2235,113224.5,50.7,2189,97.9,1197,53.6,1689,75.6,904,40.4,482,21.6,644,28.8,10012.28,4.48,2152,374.693,0.17,0.11,0.23
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),80-90%,Total,Total,417,6487,339728,52.4,6365,98.1,3686,56.8,5049,77.8,2898,44.7,1571,24.2,2070,31.9,30214.59,4.66,6200,1588.561,0.26,0.22,0.29
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),80-90%,Urban,Total,361,4252,226503.5,53.3,4176,98.2,2489,58.5,3360,79,1994,46.9,1089,25.6,1426,33.5,20202.31,4.75,4048,1213.868,0.3,0.26,0.34
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),90-100%,Rural,Total,195,1657,86007,51.9,1616,97.5,935,56.4,1277,77.1,769,46.4,418,25.2,578,34.9,7754.45,4.68,1553,485.77,0.31,0.24,0.38
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),90-100%,Total,Total,338,5861,328138.63,56,5732,97.8,3763,64.2,4793,81.8,3026,51.6,1810,30.9,2328,39.7,29743.31,5.07,5466,2237.226,0.41,0.37,0.45
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),90-100%,Urban,Total,287,4204,242131.63,57.6,4116,97.9,2828,67.3,3516,83.6,2257,53.7,1392,33.1,1750,41.6,21988.86,5.23,3913,1751.456,0.45,0.4,0.49
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Total,Rural,4 Rural - Town and fringe,442,9407,438669,46.6,9102,96.8,4266,45.3,6292,66.9,3363,35.7,1515,16.1,2145,22.8,38280.14,4.07,9081,186.069,0.02,-0.01,0.05
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Total,Rural,5 Rural - Village,369,5639,266155.5,47.2,5455,96.7,2652,47,3898,69.1,2168,38.4,950,16.8,1371,24.3,23454.66,4.16,5422,313.927,0.06,0.02,0.1
202223,Academic year,Regional,E92000001,England,E12000006,East of England,Revised,Pupil residency,State-funded schools (LA),Total,Rural,6 Rural - Hamlet and isolated dwellings,328,2699,129244,47.9,2628,97.4,1288,47.7,1889,70,1046,38.8,471,17.5,677,25.1,11410.11,4.23,2554,144.196,0.06,0,0.11
